,SchoolDist,AgeGroup,PerpSex,CrimeCount
201,16,65+,M,43
202,17,65+,M,70
203,17,65+,F,6
204,17,45-64,M,2204
205,17,18-24,M,3556
206,17,948,F,1
207,17,25-44,M,5580
208,17,18-24,F,510
209,17,45-64,F,422
210,17,<18,M,1405
211,17,<18,F,345
212,17,25-44,F,1147
213,18,25-44,M,2272
214,18,65+,M,21
215,18,45-64,M,654
216,18,45-64,F,107
217,18,<18,F,126
218,18,18-24,F,217
219,18,65+,F,3
220,18,<18,M,530
221,18,18-24,M,1608
222,18,25-44,F,315
223,19,25-44,F,1179
224,19,45-64,M,1646
225,19,200,M,1
226,19,18-24,F,644
227,19,65+,M,38
228,19,25-44,M,5120
229,19,951,M,1
230,19,18-24,M,3238
231,19,<18,F,213
232,19,<18,M,1187
233,19,45-64,F,295
234,19,936,M,1
235,19,65+,F,7
236,20,25-44,F,479
237,20,<18,F,147
238,20,<18,M,736
239,20,45-64,F,184
240,20,18-24,M,1495
241,20,18-24,F,212
242,20,65+,F,5
243,20,65+,M,40
244,20,25-44,M,2473
245,20,45-64,M,743
246,21,18-24,F,273
247,21,25-44,F,591
248,21,65+,M,62
249,21,45-64,M,961
250,21,25-44,M,2944
251,21,45-64,F,218
252,21,18-24,M,1886
253,21,65+,F,8
254,21,<18,M,832
255,21,<18,F,172
256,22,<18,M,1049
257,22,25-44,M,3174
258,22,18-24,M,2409
259,22,25-44,F,604
260,22,45-64,F,211
261,22,65+,M,35
262,22,<18,F,225
263,22,924,M,1
264,22,65+,F,12
265,22,914,M,1
266,22,45-64,M,936
267,22,18-24,F,405
268,22,896,M,1
269,23,314,M,1
270,23,65+,M,47
271,23,65+,F,5
272,23,25-44,M,3755
273,23,25-44,F,837
274,23,<18,M,737
275,23,<18,F,136
276,23,45-64,F,293
277,23,45-64,M,1559
278,23,18-24,F,365
279,23,18-24,M,2223
280,24,896,M,1
281,24,25-44,F,900
282,24,45-64,F,317
283,24,18-24,M,3509
284,24,934,M,1
285,24,926,M,1
286,24,65+,M,58
287,24,65+,F,10
288,24,45-64,M,1331
289,24,<18,M,1206
290,24,<18,F,276
291,24,895,M,1
292,24,25-44,M,5607
293,24,18-24,F,520
294,25,<18,M,586
295,25,45-64,F,219
296,25,45-64,M,836
297,25,65+,F,5
298,25,18-24,F,205
299,25,317,F,1
300,25,65+,M,40
301,25,25-44,M,2624
302,25,25-44,F,550
303,25,18-24,M,1398
304,25,<18,F,121
305,26,<18,M,357
306,26,45-64,F,91
307,26,18-24,M,714
308,26,25-44,F,180
309,26,18-24,F,100
310,26,25-44,M,800
311,26,<18,F,86
312,26,65+,F,2
313,26,65+,M,19
314,26,45-64,M,261
315,27,<18,F,262
316,27,25-44,F,948
317,27,18-24,M,3754
318,27,45-64,F,286
319,27,45-64,M,1589
320,27,18-24,F,523
321,27,<18,M,1505
322,27,65+,F,7
323,27,65+,M,63
324,27,25-44,M,5295
325,28,25-44,M,4847
326,28,<18,M,1057
327,28,45-64,M,1853
328,28,<18,F,253
329,28,18-24,M,3006
330,28,65+,F,9
331,28,25-44,F,809
332,28,45-64,F,294
333,28,65+,M,76
334,28,18-24,F,430
335,29,25-44,M,3217
336,29,<18,F,157
337,29,18-24,M,2007
338,29,18-24,F,348
339,29,65+,M,42
340,29,<18,M,611
341,29,25-44,F,626
342,29,65+,F,6
343,29,45-64,M,956
344,29,45-64,F,174
345,30,18-24,F,493
346,30,<18,M,1303
347,30,25-44,M,6440
348,30,45-64,F,287
349,30,25-44,F,881
350,30,45-64,M,1766
351,30,231,M,1
352,30,942,M,1
353,30,<18,F,242
354,30,895,M,2
355,30,65+,M,76
356,30,65+,F,11
357,30,18-24,M,3832
358,31,<18,M,1300
359,31,922,M,1
360,31,25-44,F,1081
361,31,18-24,M,2976
362,31,65+,F,9
363,31,926,F,1
364,31,18-24,F,680
365,31,25-44,M,4199
366,31,<18,F,338
367,31,65+,M,60
368,31,45-64,M,1349
369,31,45-64,F,417
370,32,<18,M,562
371,32,25-44,M,2898
372,32,25-44,F,632
373,32,18-24,M,1641
374,32,<18,F,110
375,32,65+,F,1
376,32,922,F,1
377,32,936,F,1
378,32,45-64,M,974
379,32,18-24,F,242
380,32,65+,M,21
381,32,45-64,F,171
