,SchoolDist,AgeGroup,PerpSex,CrimeCount
93,10,25-44,F,1554
94,10,45-64,F,635
95,10,45-64,M,2898
96,10,<18,M,1267
97,10,65+,M,125
98,10,25-44,M,7550
99,10,<18,F,282
100,11,<18,F,230
101,11,45-64,F,347
102,11,45-64,M,1589
103,11,65+,M,64
104,11,<18,M,961
105,11,18-24,M,3168
106,11,25-44,F,905
107,11,65+,F,8
108,11,25-44,M,4487
109,11,18-24,F,551
110,12,18-24,F,453
111,12,25-44,M,3582
112,12,45-64,M,1607
113,12,25-44,F,927
114,12,<18,M,653
115,12,65+,F,10
116,12,18-24,M,2234
117,12,<18,F,183
118,12,45-64,F,410
119,12,65+,M,71
120,13,<18,M,676
121,13,18-24,F,571
122,13,25-44,M,4312
123,13,25-44,F,982
124,13,65+,F,12
125,13,18-24,M,2356
126,13,45-64,M,2348
127,13,65+,M,130
128,13,45-64,F,477
129,13,<18,F,174
130,14,25-44,M,3561
131,14,65+,M,50
132,14,18-24,M,2075
133,14,<18,F,136
134,14,45-64,F,200
135,14,<18,M,569
136,14,45-64,M,1432
137,14,18-24,F,339
138,14,25-44,F,492
139,14,65+,F,6
140,15,45-64,F,257
141,15,18-24,F,307
142,15,<18,F,118
143,15,<18,M,496
144,15,65+,M,68
145,15,25-44,F,602
146,15,65+,F,2
147,15,45-64,M,1329
148,15,18-24,M,1473
149,15,25-44,M,3061
150,16,<18,M,450
151,16,45-64,M,1376
152,16,<18,F,101
153,16,45-64,F,280
154,16,18-24,F,392
155,16,25-44,M,2789
156,16,25-44,F,618
157,16,18-24,M,1608
158,16,65+,F,4
159,16,65+,M,65
160,17,65+,F,8
161,17,18-24,F,563
162,17,<18,F,176
163,17,65+,M,122
164,17,<18,M,913
165,17,45-64,F,417
166,17,25-44,M,5595
167,17,25-44,F,948
168,17,45-64,M,2431
169,17,18-24,M,2980
170,18,<18,F,78
171,18,45-64,M,898
172,18,25-44,F,458
173,18,<18,M,373
174,18,25-44,M,2378
175,18,45-64,F,156
176,18,18-24,M,1377
177,18,65+,F,10
178,18,18-24,F,243
179,18,65+,M,43
180,19,18-24,M,3384
181,19,25-44,M,5280
182,19,<18,F,241
183,19,25-44,F,1254
184,19,45-64,M,2362
185,19,18-24,F,823
186,19,<18,M,890
187,19,65+,M,117
188,19,65+,F,16
189,19,45-64,F,485
190,20,25-44,M,2467
191,20,18-24,F,214
192,20,45-64,F,211
193,20,<18,M,382
194,20,18-24,M,1492
195,20,25-44,F,491
196,20,65+,M,31
197,20,45-64,M,722
198,20,65+,F,15
199,20,<18,F,67
200,21,65+,F,6
201,21,<18,M,636
202,21,25-44,M,2634
203,21,25-44,F,409
204,21,<18,F,130
205,21,18-24,M,1882
206,21,65+,M,49
207,21,18-24,F,264
208,21,45-64,M,937
209,21,45-64,F,146
210,22,45-64,F,224
211,22,<18,M,622
212,22,<18,F,137
213,22,18-24,M,2047
214,22,65+,F,14
215,22,25-44,F,618
216,22,45-64,M,1010
217,22,25-44,M,3138
218,22,65+,M,57
219,22,18-24,F,408
220,23,45-64,F,372
221,23,65+,M,70
222,23,45-64,M,1623
223,23,<18,F,209
224,23,65+,F,9
225,23,25-44,F,752
226,23,18-24,M,2083
227,23,18-24,F,478
228,23,<18,M,804
229,23,25-44,M,3590
230,24,18-24,M,3168
231,24,25-44,M,5270
232,24,65+,F,29
233,24,65+,M,87
234,24,18-24,F,561
235,24,<18,M,864
236,24,<18,F,202
237,24,45-64,F,291
238,24,45-64,M,1418
239,24,25-44,F,879
240,25,25-44,M,2690
241,25,<18,F,87
242,25,45-64,F,331
243,25,45-64,M,1074
244,25,18-24,F,305
245,25,65+,F,31
246,25,18-24,M,1606
247,25,65+,M,82
248,25,25-44,F,607
249,25,<18,M,606
250,26,65+,F,5
251,26,25-44,F,212
252,26,18-24,F,89
253,26,18-24,M,594
254,26,25-44,M,776
255,26,65+,M,19
256,26,<18,F,47
257,26,45-64,M,275
258,26,<18,M,249
259,26,45-64,F,112
260,27,65+,F,9
261,27,25-44,F,906
262,27,<18,M,1039
263,27,18-24,F,559
264,27,65+,M,78
265,27,18-24,M,3565
266,27,25-44,M,5326
267,27,<18,F,197
268,27,45-64,F,330
269,27,45-64,M,2039
270,28,<18,M,944
271,28,45-64,F,469
272,28,18-24,M,3712
273,28,<18,F,196
274,28,45-64,M,2413
275,28,65+,F,37
276,28,25-44,F,1112
277,28,18-24,F,670
278,28,25-44,M,6372
279,28,65+,M,135
280,29,25-44,F,683
281,29,65+,F,14
282,29,25-44,M,4137
283,29,45-64,M,1382
284,29,<18,F,115
285,29,<18,M,555
286,29,45-64,F,251
287,29,18-24,F,470
288,29,65+,M,84
289,29,18-24,M,2621
290,30,45-64,M,1650
291,30,<18,F,149
292,30,25-44,M,5549
293,30,45-64,F,239
294,30,18-24,F,543
295,30,65+,F,16
296,30,65+,M,80
297,30,18-24,M,3350
298,30,25-44,F,793
299,30,<18,M,797
300,31,65+,F,18
301,31,<18,F,276
302,31,45-64,M,1452
303,31,25-44,F,1121
304,31,18-24,M,2923
305,31,65+,M,63
306,31,18-24,F,685
307,31,25-44,M,4895
308,31,<18,M,926
309,31,45-64,F,362
310,32,45-64,M,999
311,32,65+,M,40
312,32,<18,M,402
313,32,25-44,M,2695
314,32,18-24,M,1466
315,32,18-24,F,249
316,32,25-44,F,460
317,32,<18,F,79
318,32,45-64,F,158
319,32,65+,F,4
