,BoroCode,OfnsDesc,CrimeCount
119,3.0,INTOXICATED & IMPAIRED DRIVING,2000
120,3.0,ESCAPE 3,13
121,3.0,FELONY ASSAULT,4269
122,3.0,GRAND LARCENY,1868
123,3.0,OFFENSES RELATED TO CHILDREN,25
124,3.0,ALCOHOLIC BEVERAGE CONTROL LAW,89
125,3.0,ADMINISTRATIVE CODE,7
126,3.0,FORGERY,1572
127,3.0,FORCIBLE TOUCHING,146
128,3.0,BURGLARY,1477
129,3.0,OTHER STATE LAWS,7132
130,3.0,HARASSMENT,162
131,3.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1784
132,3.0,DANGEROUS WEAPONS,4394
133,3.0,HARRASSMENT 2,60
134,3.0,OTHER OFFENSES RELATED TO THEFT,3915
135,3.0,LOITERING FOR DRUG PURPOSES,5
136,3.0,CRIMINAL MISCHIEF & RELATED OFFENSES,3460
137,3.0,MISCELLANEOUS PENAL LAW,3975
138,3.0,OFFENSES AGAINST PUBLIC SAFETY,32
139,3.0,POSSESSION OF STOLEN PROPERTY 5,4079
140,3.0,CRIMINAL TRESPASS,4128
141,3.0,FRAUDULENT ACCOSTING,5
142,3.0,HOMICIDE-NEGLIGENT-VEHICLE,3
143,3.0,OTHER TRAFFIC INFRACTION,4441
144,3.0,"LOITERING/GAMBLING (CARDS, DICE, ETC)",35
145,3.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,2942
146,3.0,JOSTLING,4
147,3.0,ANTICIPATORY OFFENSES,14
148,3.0,ARSON,50
149,3.0,KIDNAPPING & RELATED OFFENSES,54
150,3.0,BURGLAR'S TOOLS,56
151,3.0,VEHICLE AND TRAFFIC LAWS,1460
152,3.0,THEFT-FRAUD,179
153,3.0,LOITERING,8
154,3.0,MURDER & NON-NEGL. MANSLAUGHTER,295
155,3.0,PARKING OFFENSES,2
156,3.0,FRAUDS,342
157,3.0,POSSESSION OF STOLEN PROPERTY,347
158,3.0,PROSTITUTION & RELATED OFFENSES,909
159,3.0,GAMBLING,380
160,3.0,OTHER STATE LAWS (NON PENAL LAW),878
161,3.0,OFFENSES AGAINST THE PERSON,436
162,3.0,RAPE,258
163,3.0,ASSAULT 3 & RELATED OFFENSES,10717
164,3.0,PETIT LARCENY,1334
165,3.0,GRAND LARCENY OF MOTOR VEHICLE,447
166,3.0,INTOXICATED/IMPAIRED DRIVING,218
167,3.0,OFFENSES INVOLVING FRAUD,179
168,3.0,MOVING INFRACTIONS,210
169,3.0,DANGEROUS DRUGS,32111
170,3.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),188
171,3.0,DISORDERLY CONDUCT,575
172,3.0,F.C.A. P.I.N.O.S.,188
173,3.0,SEX CRIMES,585
174,4.0,"LOITERING/GAMBLING (CARDS, DICE, ETC)",11
175,4.0,OFFENSES RELATED TO CHILDREN,36
176,4.0,ARSON,37
177,4.0,KIDNAPPING & RELATED OFFENSES,39
178,4.0,OTHER STATE LAWS (NON PENAL LAW),587
179,4.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,2817
180,4.0,HOMICIDE-NEGLIGENT-VEHICLE,1
181,4.0,ALCOHOLIC BEVERAGE CONTROL LAW,44
182,4.0,CRIMINAL TRESPASS,2705
183,4.0,OFFENSES INVOLVING FRAUD,314
184,4.0,BURGLARY,1044
185,4.0,OTHER STATE LAWS,4591
186,4.0,DANGEROUS DRUGS,13377
187,4.0,HARRASSMENT 2,30
188,4.0,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,2
189,4.0,LOITERING,4
190,4.0,MOVING INFRACTIONS,411
191,4.0,DANGEROUS WEAPONS,2684
192,4.0,PARKING OFFENSES,1
193,4.0,LOITERING FOR DRUG PURPOSES,6
194,4.0,FORTUNE TELLING,1
195,4.0,ANTICIPATORY OFFENSES,6
196,4.0,DISORDERLY CONDUCT,1044
197,4.0,OFFENSES AGAINST PUBLIC SAFETY,24
198,4.0,VEHICLE AND TRAFFIC LAWS,1449
199,4.0,POSSESSION OF STOLEN PROPERTY 5,2622
200,4.0,ASSAULT 3 & RELATED OFFENSES,7149
201,4.0,RAPE,259
202,4.0,INTOXICATED & IMPAIRED DRIVING,2668
203,4.0,ESCAPE 3,3
204,4.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),168
205,4.0,GAMBLING,107
206,4.0,MURDER & NON-NEGL. MANSLAUGHTER,260
207,4.0,FRAUDS,164
208,4.0,OTHER TRAFFIC INFRACTION,5554
209,4.0,GRAND LARCENY,1511
210,4.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1279
211,4.0,CHILD ABANDONMENT/NON SUPPORT 1,9
212,4.0,THEFT-FRAUD,213
213,4.0,FORCIBLE TOUCHING,144
214,4.0,PROSTITUTION & RELATED OFFENSES,1414
215,4.0,FORGERY,1389
216,4.0,CRIMINAL MISCHIEF & RELATED OFFENSES,2221
217,4.0,GRAND LARCENY OF MOTOR VEHICLE,261
218,4.0,ROBBERY,2628
219,4.0,INTOXICATED/IMPAIRED DRIVING,294
220,4.0,F.C.A. P.I.N.O.S.,281
221,4.0,FRAUDULENT ACCOSTING,4
222,4.0,OFFENSES AGAINST THE PERSON,275
223,4.0,SEX CRIMES,688
224,4.0,MISCELLANEOUS PENAL LAW,2462
225,4.0,ADMINISTRATIVE CODE,3
226,4.0,JOSTLING,3
227,4.0,BURGLAR'S TOOLS,77
228,4.0,HARASSMENT,79
229,4.0,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
230,4.0,POSSESSION OF STOLEN PROPERTY,267
231,4.0,FELONY ASSAULT,2410
232,4.0,OTHER OFFENSES RELATED TO THEFT,2394
233,4.0,PETIT LARCENY,1539
234,5.0,HARRASSMENT 2,7
235,5.0,KIDNAPPING & RELATED OFFENSES,4
236,5.0,ESCAPE 3,5
237,5.0,HOMICIDE-NEGLIGENT-VEHICLE,1
238,5.0,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
239,5.0,OFFENSES RELATED TO CHILDREN,5
240,5.0,ANTICIPATORY OFFENSES,3
241,5.0,DANGEROUS DRUGS,4546
242,5.0,LOITERING FOR DRUG PURPOSES,2
243,5.0,GAMBLING,2
244,5.0,DANGEROUS WEAPONS,672
245,5.0,BURGLAR'S TOOLS,11
246,5.0,PROSTITUTION & RELATED OFFENSES,161
247,5.0,FORGERY,184
248,5.0,ASSAULT 3 & RELATED OFFENSES,1393
249,5.0,BURGLARY,267
250,5.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,304
251,5.0,VEHICLE AND TRAFFIC LAWS,354
252,5.0,GRAND LARCENY,383
253,5.0,FELONY ASSAULT,414
254,5.0,ROBBERY,415
255,5.0,CRIMINAL MISCHIEF & RELATED OFFENSES,837
256,5.0,OTHER TRAFFIC INFRACTION,769
257,5.0,INTOXICATED & IMPAIRED DRIVING,425
258,5.0,MISCELLANEOUS PENAL LAW,446
259,5.0,PETIT LARCENY,457
260,5.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,765
261,5.0,CRIMINAL TRESPASS,523
262,5.0,POSSESSION OF STOLEN PROPERTY 5,620
263,5.0,OTHER STATE LAWS,108
264,5.0,ALCOHOLIC BEVERAGE CONTROL LAW,10
265,5.0,OFFENSES AGAINST THE PERSON,105
266,5.0,SEX CRIMES,101
267,5.0,OFFENSES AGAINST PUBLIC SAFETY,13
268,5.0,INTOXICATED/IMPAIRED DRIVING,14
269,5.0,ARSON,14
270,5.0,FORCIBLE TOUCHING,14
271,5.0,OFFENSES INVOLVING FRAUD,15
272,5.0,MOVING INFRACTIONS,19
273,5.0,HARASSMENT,25
274,5.0,THEFT-FRAUD,26
275,5.0,OTHER OFFENSES RELATED TO THEFT,26
276,5.0,DISORDERLY CONDUCT,31
277,5.0,F.C.A. P.I.N.O.S.,33
278,5.0,MURDER & NON-NEGL. MANSLAUGHTER,40
279,5.0,FRAUDS,51
280,5.0,RAPE,59
281,5.0,POSSESSION OF STOLEN PROPERTY,67
282,5.0,OTHER STATE LAWS (NON PENAL LAW),73
283,5.0,GRAND LARCENY OF MOTOR VEHICLE,80
284,5.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),103
285,5.0,LOITERING,1
