,SchoolDist,AgeGroup,PerpSex,CrimeCount
294,30,<18,F,48
295,30,18-24,M,1409
296,30,25-44,F,708
297,30,<18,M,245
298,30,45-64,M,1195
299,30,65+,M,102
300,31,25-44,M,3772
301,31,25-44,F,1076
302,31,65+,M,107
303,31,<18,F,103
304,31,65+,F,18
305,31,18-24,M,1408
306,31,18-24,F,391
307,31,45-64,M,1431
308,31,<18,M,375
309,31,45-64,F,351
310,32,45-64,M,392
311,32,18-24,F,109
312,32,25-44,F,234
313,32,<18,F,19
314,32,25-44,M,1276
315,32,45-64,F,82
316,32,<18,M,71
317,32,65+,M,23
318,32,65+,F,8
319,32,18-24,M,454
