,SchoolDist,AgeGroup,PerpSex,CrimeCount
92,10,<18,F,363
93,10,18-24,M,5153
94,10,25-44,M,7933
95,10,45-64,M,3241
96,10,18-24,F,973
97,10,25-44,F,1637
98,10,<18,M,1472
99,10,65+,M,101
100,11,65+,M,64
101,11,<18,F,293
102,11,45-64,F,383
103,11,65+,F,15
104,11,45-64,M,1425
105,11,25-44,F,929
106,11,25-44,M,3916
107,11,18-24,F,629
108,11,18-24,M,3176
109,11,<18,M,1097
110,12,45-64,F,339
111,12,<18,M,877
112,12,18-24,M,2905
113,12,18-24,F,548
114,12,65+,F,5
115,12,65+,M,69
116,12,45-64,M,1705
117,12,25-44,M,3913
118,12,25-44,F,812
119,12,<18,F,284
120,13,<18,M,776
121,13,45-64,F,507
122,13,65+,M,102
123,13,18-24,M,2481
124,13,45-64,M,2333
125,13,18-24,F,588
126,13,25-44,M,4100
127,13,<18,F,228
128,13,65+,F,10
129,13,25-44,F,980
130,14,45-64,F,189
131,14,25-44,M,3100
132,14,18-24,M,2036
133,14,65+,F,3
134,14,65+,M,42
135,14,<18,M,667
136,14,18-24,F,346
137,14,25-44,F,519
138,14,<18,F,124
139,14,45-64,M,1337
140,15,45-64,F,248
141,15,25-44,M,3063
142,15,45-64,M,1396
143,15,<18,F,171
144,15,25-44,F,643
145,15,18-24,M,1774
146,15,18-24,F,349
147,15,<18,M,599
148,15,65+,F,7
149,15,65+,M,62
150,16,25-44,F,574
151,16,<18,M,513
152,16,65+,M,62
153,16,45-64,F,337
154,16,18-24,F,351
155,16,<18,F,131
156,16,65+,F,2
157,16,18-24,M,1626
158,16,25-44,M,2792
159,16,45-64,M,1544
160,17,<18,F,286
161,17,25-44,F,903
162,17,18-24,F,515
163,17,18-24,M,3395
164,17,65+,M,83
165,17,65+,F,16
166,17,45-64,M,2264
167,17,<18,M,1137
168,17,25-44,M,5435
169,17,45-64,F,432
170,18,18-24,M,1492
171,18,<18,F,109
172,18,65+,F,7
173,18,65+,M,34
174,18,18-24,F,273
175,18,<18,M,503
176,18,45-64,M,883
177,18,25-44,M,2371
178,18,25-44,F,427
179,18,45-64,F,154
180,19,45-64,M,2312
181,19,<18,M,1221
182,19,<18,F,283
183,19,18-24,F,876
184,19,25-44,F,1270
185,19,65+,F,12
186,19,65+,M,84
187,19,18-24,M,3578
188,19,25-44,M,5333
189,19,45-64,F,527
190,20,25-44,M,2095
191,20,65+,M,23
192,20,45-64,M,688
193,20,65+,F,10
194,20,<18,M,474
195,20,25-44,F,393
196,20,18-24,F,228
197,20,<18,F,89
198,20,18-24,M,1620
199,20,45-64,F,167
200,21,65+,F,8
201,21,18-24,F,275
202,21,<18,M,641
203,21,<18,F,129
204,21,45-64,F,133
205,21,18-24,M,1887
206,21,45-64,M,767
207,21,25-44,F,395
208,21,25-44,M,2418
209,21,65+,M,40
210,22,<18,F,201
211,22,45-64,F,213
212,22,65+,M,36
213,22,18-24,M,2447
214,22,65+,F,14
215,22,25-44,M,2900
216,22,25-44,F,590
217,22,45-64,M,915
218,22,<18,M,880
219,22,18-24,F,450
220,23,65+,M,70
221,23,<18,M,951
222,23,25-44,M,3810
223,23,45-64,F,397
224,23,65+,F,14
225,23,18-24,F,597
226,23,18-24,M,2421
227,23,<18,F,231
228,23,25-44,F,840
229,23,45-64,M,1839
230,24,<18,M,984
231,24,25-44,F,865
232,24,18-24,F,581
233,24,18-24,M,3141
234,24,65+,M,52
235,24,65+,F,31
236,24,45-64,M,1275
237,24,25-44,M,4928
238,24,45-64,F,293
239,24,<18,F,289
240,25,25-44,M,2591
241,25,65+,F,25
242,25,<18,M,651
243,25,25-44,F,566
244,25,<18,F,104
245,25,45-64,M,1015
246,25,65+,M,79
247,25,18-24,F,321
248,25,45-64,F,271
249,25,18-24,M,1669
250,26,<18,M,249
251,26,65+,F,4
252,26,25-44,M,702
253,26,25-44,F,175
254,26,45-64,M,248
255,26,65+,M,12
256,26,45-64,F,77
257,26,18-24,F,102
258,26,<18,F,48
259,26,18-24,M,569
260,27,18-24,M,3492
261,27,<18,M,1130
262,27,<18,F,206
263,27,65+,F,7
264,27,25-44,M,4693
265,27,65+,M,66
266,27,45-64,M,1758
267,27,45-64,F,338
268,27,18-24,F,546
269,27,25-44,F,807
270,28,18-24,F,645
271,28,25-44,M,5409
272,28,<18,F,236
273,28,65+,F,15
274,28,18-24,M,3561
275,28,45-64,F,392
276,28,65+,M,101
277,28,<18,M,922
278,28,45-64,M,2144
279,28,25-44,F,946
280,29,65+,F,6
281,29,25-44,M,3525
282,29,65+,M,35
283,29,25-44,F,602
284,29,45-64,M,1120
285,29,<18,F,170
286,29,18-24,F,445
287,29,45-64,F,196
288,29,<18,M,644
289,29,18-24,M,2316
290,30,18-24,M,3110
291,30,65+,M,66
292,30,25-44,F,750
293,30,18-24,F,558
294,30,<18,M,815
295,30,25-44,M,4660
296,30,<18,F,139
297,30,65+,F,10
298,30,45-64,F,259
299,30,45-64,M,1454
300,31,25-44,M,4755
301,31,<18,M,1030
302,31,45-64,F,368
303,31,18-24,F,762
304,31,45-64,M,1431
305,31,25-44,F,1128
306,31,65+,M,63
307,31,18-24,M,3174
308,31,65+,F,10
309,31,<18,F,298
310,32,65+,F,4
311,32,18-24,M,1791
312,32,<18,M,539
313,32,65+,M,41
314,32,18-24,F,306
315,32,45-64,F,209
316,32,25-44,M,3055
317,32,<18,F,92
318,32,25-44,F,549
319,32,45-64,M,1241
